============================================================================================
ANSOFT                                                                              06/02/25
Terminal Z Parameter Plot 1                                                         16:09:12

--------------------------------------------------------------------------------------------
        Freq [GHz]   re(Zt(flux_line_1_T1,flux_line_1_T1)) []   im(Zt(flux_line_1_T1,flux_line_1_T1)) []
 6.133333333333333                         -0.000024402664599                        -17.361095017066798
 6.156666666666666                         -0.000024287549757                        -16.722563694878517
 6.180000000000000                         -0.000024161544338                        -16.085323801619044
 6.203333333333333                         -0.000024024820270                        -15.449336314921970
 6.226666666666666                         -0.000023877553675                        -14.814562460725794
 6.250000000000000                         -0.000023719924843                        -14.180963703114905
 6.273333333333333                         -0.000023552118162                        -13.548501734278329
 6.296666666666666                         -0.000023374322177                        -12.917138464579299
 6.320000000000000                         -0.000023186729360                        -12.286836012730904
 6.343333333333333                         -0.000022989536296                        -11.657556696072813
 6.366666666666666                         -0.000022782943420                        -11.029263020942354
 6.390000000000000                         -0.000022567155115                        -10.401917673136849
 6.413333333333333                         -0.000022342379655                         -9.775483508459516
 6.436666666666666                         -0.000022108829087                         -9.149923543346183
 6.460000000000000                         -0.000021866719155                         -8.525200945566299
 6.483333333333333                         -0.000021616269351                         -7.901279024994088
 6.506666666666666                         -0.000021357702794                         -7.278121224444391
 6.530000000000000                         -0.000021091246187                         -6.655691110568852
 6.553333333333333                         -0.000020817129743                         -6.033952364807494
 6.576666666666666                         -0.000020535587069                         -5.412868774390591
 6.600000000000000                         -0.000020246855177                         -4.792404223386801
 6.623333333333333                         -0.000019951174425                         -4.172522683792436
 6.646666666666666                         -0.000019648788417                         -3.553188206657221
 6.670000000000000                         -0.000019339943827                         -2.934364913242024
 6.693333333333333                         -0.000019024890560                         -2.316016986204331
 6.716666666666666                         -0.000018703881345                         -1.698108660806355
 6.740000000000000                         -0.000018377171989                         -1.080604216141110
 6.763333333333333                         -0.000018045021096                         -0.463467966373356
 6.786666666666666                         -0.000017707689964                          0.153335748011773
 6.810000000000000                         -0.000017365442578                          0.769842568953871
 6.833333333333333                         -0.000017018545572                          1.386088129563162
 6.856666666666666                         -0.000016667267953                          2.002108062870358
 6.880000000000000                         -0.000016311881118                          2.617938010585309
 6.903333333333333                         -0.000015952658733                          3.233613631869346
 6.926666666666666                         -0.000015589876733                          3.849170612124955
 6.950000000000000                         -0.000015223812919                          4.464644671809037
 6.973333333333333                         -0.000014854747230                          5.080071575272048
 6.996666666666666                         -0.000014482961310                          5.695487139630320
 7.020000000000000                         -0.000014108738534                          6.310927243673447
 7.043333333333333                         -0.000013732364012                          6.926427836813986
 7.066666666666666                         -0.000013354124055                          7.542024948082553
 7.090000000000000                         -0.000012974306602                          8.157754695173631
 7.113333333333333                         -0.000012593200543                          8.773653293547159
 7.136666666666666                         -0.000012211096098                          9.389757065590274
 7.160000000000000                         -0.000011828284265                         10.006102449845079
 7.183333333333333                         -0.000011445056865                         10.622726010306216
 7.206666666666666                         -0.000011061706448                         11.239664445794233
 7.230000000000000                         -0.000010678525944                         11.856954599410180
 7.253333333333333                         -0.000010295808715                         12.474633468074872
 7.276666666666666                         -0.000009913848315                         13.092738212161398
 7.300000000000000                         -0.000009532938315                         13.711306165222300
 7.323333333333333                         -0.000009153372220                         14.330374843820653
 7.346666666666666                         -0.000008775443097                         14.949981957467896
 7.370000000000000                         -0.000008399443683                         15.570165418675886
 7.393333333333333                         -0.000008025665955                         16.190963353128137
 7.416666666666666                         -0.000007654401111                         16.812414109976412
 7.440000000000000                         -0.000007285939411                         17.434556272268818
 7.463333333333333                         -0.000006920569782                         18.057428667515243
 7.486666666666666                         -0.000006558579809                         18.681070378397589
 7.510000000000000                         -0.000006200255499                         19.305520753629374
 7.533333333333333                         -0.000005845881019                         19.930819418973368
 7.556666666666666                         -0.000005495738514                         20.557006288422620
 7.580000000000000                         -0.000005150107983                         21.184121575552240
 7.603333333333333                         -0.000004809266840                         21.812205805049871
 7.626666666666666                         -0.000004473490030                         22.441299824430313
 7.650000000000000                         -0.000004143049419                         23.071444815944179
 7.673333333333333                         -0.000003818213901                         23.702682308685905
 7.696666666666666                         -0.000003499248837                         24.335054190911197
 7.720000000000000                         -0.000003186416129                         24.968602722569749
 7.743333333333333                         -0.000002879973814                         25.603370548063907
 7.766666666666666                         -0.000002580175665                         26.239400709240432
 7.790000000000000                         -0.000002287271237                         26.876736658623937
 7.813333333333333                         -0.000002001505433                         27.515422272901993
 7.836666666666666                         -0.000001723118087                         28.155501866671518
 7.860000000000000                         -0.000001452344092                         28.797020206454210
 7.883333333333333                         -0.000001189412718                         29.440022524993108
 7.906666666666666                         -0.000000934547424                         30.084554535838830
 7.930000000000000                         -0.000000687965772                         30.730662448237602
